,name,rating,reviews,type,hq,old,employee
6125,Rich Graviss Pro...,4.1,(100 Reviews),Private,"Mumbai,Maharashtra + 16 more",29 years old,201-500 Employees (India)
6126,Object Technolog...,3.6,(100 Reviews),Private,"Overland Park,Kansas + 6 more",13 years old,201-500 Employees (India)
6127,Him Teknoforge,3.6,(100 Reviews),Public,"Chandigarh,Chandigarh + 5 more",42 years old,1k-5k Employees (India)
6128,Hindustan Platin...,3.8,(100 Reviews),Private,Navi Mumbai + 1 more,62 years old,501-1k Employees (India)
6129,Cadmaxx Solution...,3.5,(100 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",19 years old,501-1k Employees (India)
6130,SEW Eurodrive in...,4.4,(100 Reviews),Private,"Vadodara/Baroda,Gujarat + 13 more",26 years old,201-500 Employees (India)
6131,DMI,4.1,(100 Reviews),Private,Bethesda + 7 more,21 years old,1k-5k Employees (India)
6132,Australia and Ne...,4.3,(100 Reviews),Melbourne + 2 more,188 years old,5k-10k Employees (India),
6133,KerryIndev Logis...,4,(100 Reviews),Private,"Chennai,Tamil Nadu + 19 more",39 years old,201-500 Employees (India)
6134,Texas Instrument...,4.4,(100 Reviews),Private,"Dallas,Texas + 7 more",72 years old,1k-5k Employees (India)
6135,Globus Spirits,4,(100 Reviews),Public,New Delhi + 12 more,31 years old,1k-5k Employees (India)
6136,SKS Ispat & Powe...,3.7,(100 Reviews),Private,"Delhi/NCR,Delhi + 5 more",23 years old,201-500 Employees (India)
6137,DAS Offshore Eng...,4.2,(100 Reviews),Private,"Navi Mumbai,Maharashtra + 4 more",31 years old,201-500 Employees (India)
6138,Snowcem Paints,4.5,(100 Reviews),Private,Mumbai + 22 more,64 years old,201-500 Employees (India)
6139,Scholastic,4,(100 Reviews),Private,"Gurgaon/Gurugram,Haryana + 25 more",26 years old,51-200 Employees (India)
6140,The Heritage Sch...,3.9,(100 Reviews),Private,New Delhi + 11 more,14 years old,201-500 Employees (India)
6141,Bando India,3.4,(100 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",20 years old,201-500 Employees (India)
6142,Harita Seating S...,3.9,(100 Reviews),Public,"Hosur,Tamil Nadu + 10 more",13 years old,201-500 Employees (India)
6143,Rubamin,3.9,(100 Reviews),Private,"Vadodara/Baroda,Gujarat + 1 more",38 years old,501-1k Employees (India)
6144,Flowmore,4.1,(100 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",77 years old,1k-5k Employees (India)
6145,SMCC Constructio...,4,(100 Reviews),Private,New Delhi + 10 more,27 years old,51-200 Employees (India)
6146,Spykar Lifestyle...,3.9,(100 Reviews),Private,"Mumbai,Maharashtra + 26 more",31 years old,501-1k Employees (India)
6147,Umang Dairies,3.8,(100 Reviews),Public,New Delhi + 10 more,29 years old,201-500 Employees (India)
6148,Sembcorp Marine,4.3,(100 Reviews),Private,Singapore + 5 more,60 years old,5k-10k Employees (India)
6149,Gyansys Infotech,2.9,(100 Reviews),Private,Carmel + 4 more,18 years old,201-500 Employees (India)
6150,Go Fashion,4,(100 Reviews),Chennai + 27 more,51-200 Employees (India),,
6151,Hyatt Place,4.1,(100 Reviews),Private,Chicago + 14 more,66 years old,11-50 Employees (India)
6152,Aaj Enterprises,3.8,(100 Reviews),New Delhi + 13 more,17 years old,201-500 Employees (India),
6153,J G Hosiery,3.7,(100 Reviews),Private,Kolkata + 8 more,51-200 Employees (India),
6154,Brij Gopal Const...,3.7,(100 Reviews),Private,New Delhi + 17 more,24 years old,1k-5k Employees (India)
6155,Cryptograph Tech...,4.2,(100 Reviews),Bengaluru + 10 more,13 years old,51-200 Employees (India),
6156,3F Industries,3.8,(100 Reviews),Public,"Prathipadu,Andhra Pradesh + 14 more",63 years old,1k-5k Employees (India)
6157,Projects & Devel...,4,(100 Reviews),Private,"Noida,Uttar Pradesh + 17 more",72 years old,201-500 Employees (India)
6158,STJ Electronics,3.8,(100 Reviews),Private,"Delhi/NCR,Delhi + 8 more",37 years old,51-200 Employees (India)
6159,Gujarat Sidhee C...,4.1,(100 Reviews),Public,Junagadh + 9 more,50 years old,501-1k Employees (India)
6160,Ministry Of Educ...,4.5,(100 Reviews),Private,Male + 13 more,51-200 Employees (India),
6161,Cyntexa,4.7,(100 Reviews),Private,"San Francisco,California",5 years old,201-500 Employees (India)
6162,Belstar Microfin...,4.3,(100 Reviews),Chennai + 45 more,1k-5k Employees (India),,
6163,EagleView,3.2,(100 Reviews),Private,"Bellevue,Washington",15 years old,201-500 Employees (India)
6164,Mobase,4.1,(100 Reviews),Private,Ansan-si + 5 more,45 years old,1k-5k Employees (Global)
6165,Altos Global Ser...,4,(100 Reviews),Private,Irvine + 1 more,21 years old,51-200 Employees (India)
6166,Hombale Construc...,4.5,(100 Reviews),Bangalore + 3 more,16 years old,51-200 Employees (India),
6167,Star Agriwarehou...,4.4,(100 Reviews),Public,"Mumbai,Maharashtra + 33 more",17 years old,201-500 Employees (India)
6168,Dozco,4.1,(100 Reviews),Visakhapatnam + 24 more,40 years old,501-1k Employees (India),
6169,Coslight India T...,3.9,(100 Reviews),Private,"Gurgaon/Gurugram,Haryana + 23 more",16 years old,201-500 Employees (India)
6170,AARGEE STAFFING ...,3.7,(100 Reviews),Private,Chennai + 13 more,21 years old,1k-5k Employees (Global)
6171,J Pan Tubular Co...,3.9,(100 Reviews),Private,Greater Noida + 7 more,16 years old,51-200 Employees (India)
6172,T.G.I. Friday's,3.9,(100 Reviews),Dallas + 14 more,58 years old,10k-50k Employees (Global),
6173,Institute of Che...,3.9,(100 Reviews),Private,Mumbai + 20 more,90 years old,501-1k Employees (Global)
6174,Savista Global S...,4,(100 Reviews),Georgia + 2 more,2 years old,501-1k Employees (India),
6175,Inchcape Shippin...,3.4,(100 Reviews),Private,London + 9 more,176 years old,201-500 Employees (India)
6176,ECE Industries,3.7,(99 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",78 years old,201-500 Employees (India)
6177,ZestMoney,4,(99 Reviews),Private,"Bangalore,Karnataka + 13 more",8 years old,201-500 Employees (India)
6178,WaterHealth Inte...,4,(99 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",18 years old,51-200 Employees (India)
6179,Dunkin' Donuts,3.9,(99 Reviews),Canton + 17 more,73 years old,1k-5k Employees (Global),
6180,WaterHealth Inte...,4,(99 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",18 years old,51-200 Employees (India)
6181,Bonanza Portfoli...,4,(99 Reviews),Private,New Delhi + 27 more,29 years old,1k-5k Employees (India)
6182,Tata Realty and ...,3.9,(99 Reviews),Public,Mumbai + 23 more,16 years old,501-1k Employees (India)
6183,Bilt,3.7,(99 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",78 years old,1k-5k Employees (India)
6184,Rane Group,4,(99 Reviews),Public,Chennai + 17 more,1k-5k Employees (India),
6185,HWASHIN Automoti...,4.1,(99 Reviews),Private,Chennai + 2 more,21 years old,201-500 Employees (India)
6186,Sangam,3.8,(99 Reviews),Public,"Bhilwara,Rajasthan + 6 more",39 years old,1k-5k Employees (India)
6187,Modern Business ...,3.9,(99 Reviews),Private,Ahmedabad + 43 more,19 years old,5k-10k Employees (India)
6188,Lycatel BPO,3.5,(99 Reviews),Private,London + 2 more,17 years old,201-500 Employees (India)
6189,Stemmons Busines...,3.8,(99 Reviews),Private,"Vadodara/Baroda,Gujarat",12 years old,201-500 Employees (India)
6190,ECE Industries,3.7,(99 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",78 years old,201-500 Employees (India)
6191,Indian School of...,4.1,(99 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",8 years old,51-200 Employees (India)
6192,Lakshmikumaran &...,3.7,(99 Reviews),Private,New Delhi + 10 more,38 years old,501-1k Employees (India)
6193,Radiant Export,4.4,(99 Reviews),Private,"Noida,Uttar Pradesh",32 years old,51-200 Employees (India)
6194,SDG Software,4.4,(99 Reviews),Private,"Noida,Uttar Pradesh + 2 more",30 years old,201-500 Employees (India)
6195,CLR Facility Ser...,3.7,(99 Reviews),Private,Pune + 15 more,21 years old,1k-5k Employees (India)
6196,Viveks,4.3,(99 Reviews),Private,"Chennai,Tamil Nadu + 7 more",58 years old,501-1k Employees (India)
6197,Interglobe Air T...,3.4,(99 Reviews),Gurgaon + 20 more,34 years old,51-200 Employees (India),
6198,Campus Activewea...,4,(99 Reviews),Public,New Delhi + 13 more,17 years old,5k-10k Employees (India)
6199,Indian Acrylics,3.9,(99 Reviews),Public,Chandigarh + 5 more,30 years old,501-1k Employees (India)
6200,Meghmani Fineche...,4.4,(99 Reviews),Ahmedabad + 2 more,16 years old,501-1k Employees (India),
6201,MGNREGA,3.7,(99 Reviews),New Delhi + 50 more,32 years old,501-1k Employees (India),
6202,Gowtham Model Sc...,4.2,(99 Reviews),Secunderabad + 9 more,20 years old,201-500 Employees (India),
6203,Object Frontier ...,3.8,(99 Reviews),Private,"Chennai,Tamil Nadu",26 years old,501-1k Employees (India)
6204,Enrich Hair And ...,4,(99 Reviews),Private,"Mumbai,Maharashtra + 8 more",19 years old,501-1k Employees (India)
6205,Kolors Healthcar...,3.6,(99 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",19 years old,51-200 Employees (India)
6206,Fangs Technology,4,(99 Reviews),Private,Chennai + 13 more,9 years old,1k-5k Employees (India)
6207,Datasigns Techno...,4.4,(99 Reviews),Private,"Bangalore,Karnataka + 5 more",7 years old,51-200 Employees (India)
6208,Apis India,4,(99 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",99 years old,201-500 Employees (India)
6209,MyCaptain,3.6,(99 Reviews),"Nagpur,Maharashtra + 3 more",7 years old,51-200 Employees (India),
6210,Unschool Learnin...,3.3,(99 Reviews),Private,"Hyderabad,Telangana + 5 more",4 years old,1k-5k Employees (India)
6211,InternIn,4.7,(99 Reviews),Private,"Aurangabad,Maharashtra + 15 more",3 years old,51-200 Employees (India)
6212,FunnL,3.4,(99 Reviews),,,,
6213,Leap Finance,4.1,(99 Reviews),Private,Bangalore + 2 more,4 years old,501-1k Employees (India)
6214,Fangs Technology,4,(99 Reviews),Private,Chennai + 13 more,9 years old,1k-5k Employees (India)
6215,Datasigns Techno...,4.4,(99 Reviews),Private,"Bangalore,Karnataka + 5 more",7 years old,51-200 Employees (India)
6216,Stratosphere IT ...,3.7,(99 Reviews),Private,"Noida,Uttar Pradesh + 11 more",11 years old,51-200 Employees (India)
6217,Indian School of...,4.1,(99 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",8 years old,51-200 Employees (India)
6218,Ravindra Bharath...,3.6,(99 Reviews),Hyderabad + 19 more,29 years old,11-50 Employees (India),
6219,Ebullient Securi...,3.7,(99 Reviews),51-200 Employees (India),,,
6220,Revlon,4,(99 Reviews),New York + 23 more,91 years old,501-1k Employees (India),
6221,STARTEK Aegis Cu...,2.9,(99 Reviews),Bengaluru/Bangalore + 9 more,,,
6222,Asiana Times,4.4,(99 Reviews),New Delhi + 2 more,51-200 Employees (India),,
6223,Hilton Garden In...,4,(98 Reviews),Private,Lancaster + 9 more,27 years old,1k-5k Employees (India)
6224,FHPL,3.8,(98 Reviews),Private,Hyderabad + 15 more,28 years old,501-1k Employees (India)
6225,Entercoms,3,(98 Reviews),Private,"Irving,Texas",19 years old,201-500 Employees (India)
6226,Choice Solutions...,3.4,(98 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",38 years old,501-1k Employees (India)
